start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_gender,bike_share,distance,start_weekday,duration_minutes,user_age
315,Market St at 45th St,252,Channing Way at Shattuck Ave,595,Subscriber,Male,No,3.56,Sunday,19,22
245,Downtown Berkeley BART,256,Hearst Ave at Euclid Ave,5197,Subscriber,Male,No,0.88,Tuesday,6,32
90,Townsend St at 7th St,116,Mississippi St at 17th St,5221,Subscriber,Female,No,0.99,Friday,5,35
265,Ninth St at Parker St,192,37th St at West St,5094,Subscriber,Male,No,3.96,Thursday,15,28
20,Mechanics Monument Plaza (Market St at Bush St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5175,Subscriber,Male,No,0.73,Tuesday,4,26
241,Ashby BART Station,269,Telegraph Ave at Carleton St,5214,Subscriber,Male,No,1.48,Tuesday,8,22
102,Irwin St at 8th St,23,The Embarcadero at Steuart St,5234,Customer,Male,No,2.83,Wednesday,15,25
86,Market St at Dolores St,118,Eureka Valley Recreation Center,4655,Subscriber,Male,No,1.44,Saturday,6,54
139,Garfield Square (25th St at Harrison St),93,4th St at Mission Bay Blvd S,5298,Subscriber,Female,No,2.82,Wednesday,13,37
350,8th St at Brannan St,100,Bryant St at 15th St,4998,Subscriber,Male,No,0.64,Thursday,4,35
285,Webster St at O'Farrell St,60,8th St at Ringold St,5132,Subscriber,Male,No,2.15,Saturday,15,32
90,Townsend St at 7th St,134,Valencia St at 24th St,4734,Subscriber,Male,No,2.6,Monday,14,25
386,24th St at Bartlett St,127,Valencia St at 21st St,3462,Subscriber,Female,No,0.52,Saturday,3,36
308,San Pedro Square,280,San Fernando St at 7th St,2211,Subscriber,Female,Yes,0.96,Monday,7,25
6,The Embarcadero at Sansome St,13,Commercial St at Montgomery St,5570,Subscriber,Female,No,1.17,Wednesday,9,41
296,5th St at Virginia St,299,Bestor Art Park,3828,Subscriber,Male,No,0.37,Tuesday,45,36
182,19th Street BART Station,211,Broadway at 40th St,4864,Subscriber,Male,No,2.32,Tuesday,21,32
7,Frank H Ogawa Plaza,219,Marston Campbell Park,5161,Subscriber,Female,No,0.95,Tuesday,5,28
14,Clay St at Battery St,6,The Embarcadero at Sansome St,4803,Subscriber,Female,Yes,1.12,Thursday,8,45
278,The Alameda at Bush St,309,San Jose City Hall,6197,Subscriber,Male,Yes,1.69,Friday,15,26
55,Webster St at Grove St,3,Powell St BART Station (Market St at 4th St),4821,Subscriber,Male,No,2.4,Monday,10,25
280,San Fernando St at 7th St,296,5th St at Virginia St,3842,Subscriber,Male,Yes,1.35,Monday,10,24
77,11th St at Natoma St,89,Division St at Potrero Ave,6472,Subscriber,Male,No,0.88,Tuesday,6,54
230,14th St at Mandela Pkwy,211,Broadway at 40th St,5135,Subscriber,Male,No,3.59,Monday,13,32
310,San Fernando St at 4th St,312,San Jose Diridon Station,3929,Subscriber,Male,No,1.58,Wednesday,7,44
43,San Francisco Public Library (Grove St at Hyde St),60,8th St at Ringold St,1031,Subscriber,Male,No,0.74,Tuesday,4,42
43,San Francisco Public Library (Grove St at Hyde St),74,Laguna St at Hayes St,4369,Subscriber,Male,No,0.94,Thursday,7,41
124,19th St at Florida St,60,8th St at Ringold St,4734,Subscriber,Male,No,1.57,Friday,7,47
121,Mission Playground,119,18th St at Noe St,5020,Subscriber,Male,No,1.01,Sunday,5,37
19,Post St at Kearny St,89,Division St at Potrero Ave,1338,Subscriber,Male,No,2.23,Thursday,12,39
106,Sanchez St at 17th St,59,S Van Ness Ave at Market St,6230,Subscriber,Male,No,1.65,Tuesday,7,33
370,Jones St at Post St,74,Laguna St at Hayes St,5221,Subscriber,Male,No,1.66,Tuesday,9,22
88,11th St at Bryant St,26,1st St at Folsom St,341,Subscriber,Male,No,2.45,Thursday,14,36
14,Clay St at Battery St,15,San Francisco Ferry Building (Harry Bridges Plaza),1285,Subscriber,Male,No,0.51,Tuesday,3,28
19,Post St at Kearny St,92,Mission Bay Kids Park,4602,Subscriber,Male,No,2.07,Friday,10,39
195,Bay Pl at Vernon St,339,Jackson St at 11th St,2277,Subscriber,Male,No,1.46,Sunday,12,40
146,30th St at San Jose Ave,131,22nd St at Dolores St,5843,Subscriber,Male,No,1.43,Saturday,7,31
30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,6216,Subscriber,Male,No,1.19,Monday,9,22
101,15th St at Potrero Ave,6,The Embarcadero at Sansome St,5560,Subscriber,Male,No,4.21,Friday,16,38
31,Raymond Kimbell Playground,3,Powell St BART Station (Market St at 4th St),4742,Customer,Female,No,2.62,Saturday,22,32
171,Rockridge BART Station,170,Telegraph Ave at 58th St,5121,Subscriber,Male,No,0.83,Thursday,6,49
85,Church St at Duboce Ave,5,Powell St BART Station (Market St at 5th St),5221,Subscriber,Male,No,2.38,Wednesday,11,32
163,Lake Merritt BART Station,200,2nd Ave at E 18th St,4874,Customer,Male,No,1.06,Monday,8,40
249,Russell St at College Ave,246,Berkeley Civic Center,958,Subscriber,Female,No,1.92,Tuesday,15,18
105,16th St at Prosper St,88,11th St at Bryant St,5325,Subscriber,Male,No,1.88,Sunday,7,35
44,Civic Center/UN Plaza BART Station (Market St at McAllister St),90,Townsend St at 7th St,1390,Customer,Female,No,1.37,Wednesday,20,31
50,2nd St at Townsend St,21,Montgomery St BART Station (Market St at 2nd St),4967,Subscriber,Male,No,1.37,Thursday,7,44
33,Golden Gate Ave at Hyde St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,Subscriber,Male,No,1.83,Thursday,9,36
116,Mississippi St at 17th St,126,Esprit Park,5345,Customer,Female,No,0.51,Monday,10,20
341,Fountain Alley at S 2nd St,327,5th St at San Salvador St,4226,Subscriber,Male,Yes,0.81,Friday,5,26
373,Potrero del Sol Park (25th St at Utah St),130,22nd St Caltrain Station,5065,Subscriber,Male,No,1.31,Monday,6,27
350,8th St at Brannan St,30,San Francisco Caltrain (Townsend St at 4th St),4832,Customer,Other,No,1.09,Wednesday,6,31
67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4994,Subscriber,Male,No,0.75,Tuesday,4,26
315,Market St at 45th St,181,Grand Ave at Webster St,6397,Subscriber,Male,No,2.63,Thursday,12,29
30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,5351,Subscriber,Male,No,1.72,Friday,11,30
121,Mission Playground,386,24th St at Bartlett St,5302,Subscriber,Male,Yes,0.8,Tuesday,4,46
369,Hyde St at Post St,144,Precita Park,5125,Subscriber,Male,No,4.48,Saturday,15,31
266,Parker St at Fulton St,239,Bancroft Way at Telegraph Ave,4788,Subscriber,Male,No,0.88,Thursday,5,22
19,Post St at Kearny St,92,Mission Bay Kids Park,5910,Subscriber,Male,No,2.07,Tuesday,12,39
36,Folsom St at 3rd St,30,San Francisco Caltrain (Townsend St at 4th St),5055,Subscriber,Male,No,0.86,Wednesday,9,47
87,Folsom St at 13th St,134,Valencia St at 24th St,5560,Customer,Female,No,1.98,Thursday,13,29
30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1285,Subscriber,Male,No,1.46,Thursday,11,44
126,Esprit Park,104,4th St at 16th St,1423,Subscriber,Male,No,0.6,Thursday,2,56
77,11th St at Natoma St,9,Broadway at Battery St,4797,Subscriber,Male,No,3.09,Thursday,16,31
294,Pierce Ave at Market St,312,San Jose Diridon Station,5643,Subscriber,Male,No,1.54,Wednesday,7,26
92,Mission Bay Kids Park,34,Father Alfred E Boeddeker Park,4464,Subscriber,Male,Yes,2.14,Saturday,10,48
107,17th St at Dolores St,106,Sanchez St at 17th St,3592,Subscriber,Male,No,0.37,Wednesday,2,28
108,16th St Mission BART,101,15th St at Potrero Ave,5304,Subscriber,Male,No,1.14,Friday,8,22
323,Broadway at Kearny,22,Howard St at Beale St,2978,Subscriber,Male,No,1.35,Wednesday,6,38
133,Valencia St at 22nd St,61,Howard St at 8th St,6136,Subscriber,Male,No,2.52,Friday,11,35
247,Fulton St at Bancroft Way,266,Parker St at Fulton St,4509,Subscriber,Female,No,0.6,Monday,3,21
130,22nd St Caltrain Station,104,4th St at 16th St,5159,Subscriber,Female,No,1.09,Tuesday,6,34
197,El Embarcadero at Grand Ave,195,Bay Pl at Vernon St,5772,Customer,Male,No,1.05,Saturday,6,30
281,9th St at San Fernando St,279,Santa Clara St at 7th St,3858,Subscriber,Male,Yes,0.3,Tuesday,3,20
61,Howard St at 8th St,345,Hubbell St at 16th St,5084,Subscriber,Male,No,1.6,Monday,6,32
105,16th St at Prosper St,118,Eureka Valley Recreation Center,5571,Subscriber,Male,No,0.73,Friday,8,46
53,Grove St at Divisadero,52,McAllister St at Baker St,5451,Subscriber,Male,Yes,0.39,Wednesday,2,45
67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),649,Subscriber,Male,No,1.52,Tuesday,11,40
30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4997,Subscriber,Male,No,1.53,Friday,8,32
23,The Embarcadero at Steuart St,81,Berry St at 4th St,6554,Subscriber,Female,No,1.74,Tuesday,10,41
25,Howard St at 2nd St,30,San Francisco Caltrain (Townsend St at 4th St),4381,Subscriber,Male,No,1.23,Friday,9,34
101,15th St at Potrero Ave,122,19th St at Mission St,3721,Subscriber,Female,No,1.26,Friday,11,31
27,Beale St at Harrison St,17,Embarcadero BART Station (Beale St at Market St),5398,Subscriber,Male,No,0.65,Wednesday,4,58
58,Market St at 10th St,21,Montgomery St BART Station (Market St at 2nd St),5405,Subscriber,Male,No,2.05,Tuesday,10,25
284,Yerba Buena Center for the Arts (Howard St at 3rd St),60,8th St at Ringold St,4610,Subscriber,Female,No,1.38,Sunday,10,29
245,Downtown Berkeley BART,256,Hearst Ave at Euclid Ave,6050,Customer,Male,No,0.88,Thursday,8,21
253,Haste St at College Ave,166,College Ave at Alcatraz Ave,5103,Subscriber,Male,No,1.68,Sunday,5,22
211,Broadway at 40th St,156,Stanford Ave at Hollis St,5683,Subscriber,Female,No,3.05,Sunday,20,56
64,5th St at Brannan St,5,Powell St BART Station (Market St at 5th St),167,Subscriber,Other,No,1.15,Tuesday,6,36
202,Washington St at 8th St,219,Marston Campbell Park,677,Subscriber,Male,Yes,1.11,Wednesday,6,26
58,Market St at 10th St,41,Golden Gate Ave at Polk St,6140,Customer,Male,No,0.53,Sunday,20,26
243,Bancroft Way at College Ave,240,Haste St at Telegraph Ave,4640,Subscriber,Male,Yes,0.54,Saturday,2,22
67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,5719,Subscriber,Male,No,1.14,Thursday,8,29
255,Virginia St at Shattuck Ave,267,Derby St at College Ave,4829,Subscriber,Male,No,2.16,Thursday,10,30
3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2784,Subscriber,Male,No,0.75,Friday,3,24
244,Shattuck Ave at Hearst Ave,256,Hearst Ave at Euclid Ave,5661,Subscriber,Male,No,0.71,Wednesday,4,21
81,Berry St at 4th St,23,The Embarcadero at Steuart St,377,Subscriber,Male,No,1.74,Thursday,9,35
277,Morrison Ave at Julian St,310,San Fernando St at 4th St,4048,Subscriber,Male,Yes,2.04,Monday,10,21
50,2nd St at Townsend St,14,Clay St at Battery St,6504,Subscriber,Male,No,1.82,Thursday,10,36
23,The Embarcadero at Steuart St,92,Mission Bay Kids Park,5173,Customer,Male,No,2.14,Wednesday,12,38
147,29th St at Tiffany Ave,109,17th St at Valencia St,6207,Subscriber,Male,No,2.14,Thursday,43,31
98,Valencia St at 16th St,78,Folsom St at 9th St,5515,Subscriber,Male,No,1.32,Saturday,6,32
123,Folsom St at 19th St,21,Montgomery St BART Station (Market St at 2nd St),4926,Subscriber,Female,No,3.45,Monday,17,26
250,North Berkeley BART Station,238,MLK Jr Way at University Ave,4754,Subscriber,Male,No,0.9,Wednesday,7,40
30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4319,Subscriber,Male,No,1.04,Thursday,4,37
195,Bay Pl at Vernon St,182,19th Street BART Station,5510,Subscriber,Female,No,0.75,Wednesday,4,34
250,North Berkeley BART Station,259,Addison St at Fourth St,4539,Subscriber,Male,No,1.64,Monday,7,40
123,Folsom St at 19th St,131,22nd St at Dolores St,5010,Subscriber,Male,No,1.14,Sunday,7,29
27,Beale St at Harrison St,66,3rd St at Townsend St,2105,Subscriber,Male,No,1.04,Tuesday,7,34
81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4747,Subscriber,Male,No,2.17,Saturday,10,57
171,Rockridge BART Station,175,49th St at Telegraph Ave,5118,Subscriber,Male,No,1.31,Tuesday,8,31
21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4975,Subscriber,Male,No,1.35,Wednesday,9,21
6,The Embarcadero at Sansome St,23,The Embarcadero at Steuart St,5037,Subscriber,Male,No,1.83,Saturday,7,25
204,55th St at Telegraph Ave,158,Shattuck Ave at Telegraph Ave,4754,Subscriber,Male,No,0.78,Sunday,2,51
245,Downtown Berkeley BART,252,Channing Way at Shattuck Ave,328,Subscriber,Male,No,0.48,Wednesday,3,29
123,Folsom St at 19th St,81,Berry St at 4th St,4939,Subscriber,Female,No,2.55,Monday,15,29
58,Market St at 10th St,43,San Francisco Public Library (Grove St at Hyde St),6293,Subscriber,Male,No,0.27,Thursday,2,34
231,14th St at Filbert St,160,West Oakland BART Station,4781,Subscriber,Male,No,1.08,Thursday,5,29
239,Bancroft Way at Telegraph Ave,274,Oregon St at Adeline St,4807,Customer,Male,No,1.47,Thursday,6,31
89,Division St at Potrero Ave,368,Myrtle St at Polk St,4716,Subscriber,Male,No,2.09,Wednesday,8,27
176,MacArthur BART Station,149,Emeryville Town Hall,616,Subscriber,Male,No,1.73,Thursday,8,56
59,S Van Ness Ave at Market St,73,Pierce St at Haight St,4968,Subscriber,Male,No,1.34,Wednesday,8,31
9,Broadway at Battery St,77,11th St at Natoma St,5431,Subscriber,Male,No,3.09,Monday,14,31
97,14th St at Mission St,21,Montgomery St BART Station (Market St at 2nd St),5930,Subscriber,Male,No,2.92,Wednesday,12,29
22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),333,Subscriber,Male,No,0.98,Saturday,7,41
25,Howard St at 2nd St,30,San Francisco Caltrain (Townsend St at 4th St),1832,Subscriber,Male,No,1.23,Thursday,9,38
134,Valencia St at 24th St,147,29th St at Tiffany Ave,723,Subscriber,Male,No,0.93,Thursday,6,49
121,Mission Playground,89,Division St at Potrero Ave,6595,Subscriber,Male,No,1.64,Saturday,7,35
155,Emeryville Public Market,259,Addison St at Fourth St,4593,Subscriber,Male,No,2.91,Saturday,17,34
50,2nd St at Townsend St,8,The Embarcadero at Vallejo St,4778,Subscriber,Female,No,2.28,Wednesday,7,32
78,Folsom St at 9th St,3,Powell St BART Station (Market St at 4th St),5972,Subscriber,Male,No,1.53,Wednesday,9,37
127,Valencia St at 21st St,20,Mechanics Monument Plaza (Market St at Bush St),5250,Subscriber,Male,No,4.3,Wednesday,17,45
58,Market St at 10th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4794,Subscriber,Male,No,0.7,Wednesday,10,19
205,Miles Ave at Cavour St,207,Broadway at Coronado Ave,2292,Subscriber,Female,No,0.71,Thursday,7,39
323,Broadway at Kearny,10,Washington St at Kearny St,4404,Subscriber,Female,No,0.31,Friday,48,21
93,4th St at Mission Bay Blvd S,79,7th St at Brannan St,688,Subscriber,Male,No,1.15,Wednesday,5,38
89,Division St at Potrero Ave,95,Sanchez St at 15th St,6336,Subscriber,Male,No,2.08,Wednesday,10,41
99,Folsom St at 15th St,134,Valencia St at 24th St,4974,Customer,Female,No,1.69,Sunday,14,29
141,Valencia St at Cesar Chavez St,144,Precita Park,6383,Subscriber,Male,No,0.78,Thursday,4,32
349,Howard St at Mary St,9,Broadway at Battery St,5125,Customer,Male,No,2.0,Monday,25,24
105,16th St at Prosper St,86,Market St at Dolores St,6214,Subscriber,Female,Yes,0.71,Tuesday,7,56
377,Fell St at Stanyan St,86,Market St at Dolores St,6523,Subscriber,Male,No,2.38,Saturday,11,24
239,Bancroft Way at Telegraph Ave,256,Hearst Ave at Euclid Ave,5270,Subscriber,Female,Yes,0.72,Wednesday,8,20
10,Washington St at Kearny St,6,The Embarcadero at Sansome St,5552,Customer,Male,No,1.05,Thursday,10,47
119,18th St at Noe St,137,Jersey St at Castro St,5283,Customer,Male,No,1.18,Saturday,7,30
85,Church St at Duboce Ave,3,Powell St BART Station (Market St at 4th St),5396,Subscriber,Male,No,2.8,Wednesday,12,35
355,23rd St at Tennessee St,98,Valencia St at 16th St,5749,Subscriber,Male,No,3.1,Saturday,20,33
66,3rd St at Townsend St,20,Mechanics Monument Plaza (Market St at Bush St),4848,Subscriber,Male,No,1.5,Thursday,6,27
182,19th Street BART Station,180,Telegraph Ave at 23rd St,569,Subscriber,Male,No,0.41,Friday,3,26
141,Valencia St at Cesar Chavez St,349,Howard St at Mary St,2167,Subscriber,Male,No,3.89,Wednesday,22,31
356,Valencia St at Clinton Park,129,Harrison St at 20th St,6536,Subscriber,Female,No,1.43,Friday,8,29
67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4553,Subscriber,Male,No,1.52,Monday,7,22
15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4983,Subscriber,Male,No,2.17,Thursday,8,34
324,Union Square (Powell St at Post St),50,2nd St at Townsend St,5402,Subscriber,Male,No,1.82,Sunday,8,31
130,22nd St Caltrain Station,95,Sanchez St at 15th St,2531,Subscriber,Male,No,3.57,Thursday,20,30
123,Folsom St at 19th St,108,16th St Mission BART,2481,Subscriber,Male,No,0.64,Tuesday,5,47
17,Embarcadero BART Station (Beale St at Market St),30,San Francisco Caltrain (Townsend St at 4th St),4874,Subscriber,Female,No,1.75,Friday,12,22
183,Telegraph Ave at 19th St,193,Grand Ave at Santa Clara Ave,3753,Subscriber,Male,No,2.05,Wednesday,9,50
98,Valencia St at 16th St,93,4th St at Mission Bay Blvd S,5548,Subscriber,Male,No,2.76,Sunday,31,25
296,5th St at Virginia St,280,San Fernando St at 7th St,4010,Subscriber,Male,Yes,1.35,Tuesday,5,23
214,Market St at Brockhurst St,176,MacArthur BART Station,5171,Subscriber,Male,No,1.0,Thursday,6,46
25,Howard St at 2nd St,86,Market St at Dolores St,2206,Subscriber,Female,No,3.28,Friday,20,29
58,Market St at 10th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3392,Subscriber,Female,No,0.7,Friday,4,43
251,California St at University Ave,265,Ninth St at Parker St,4477,Subscriber,Female,No,1.65,Thursday,8,31
98,Valencia St at 16th St,85,Church St at Duboce Ave,5949,Subscriber,Male,No,0.85,Sunday,6,35
88,11th St at Bryant St,122,19th St at Mission St,477,Customer,Male,No,1.25,Friday,7,28
253,Haste St at College Ave,246,Berkeley Civic Center,923,Subscriber,Male,No,1.5,Sunday,9,21
28,The Embarcadero at Bryant St,15,San Francisco Ferry Building (Harry Bridges Plaza),1985,Subscriber,Male,No,1.06,Monday,4,32
22,Howard St at Beale St,62,Victoria Manalo Draves Park,535,Subscriber,Male,No,1.69,Friday,13,24
